pdf_page,book_page,number,cargo_name,parent_group,cas,marpol,fosfa,niop,eu,rel_density,solubility_c,boil_point_c,melt_point_c,viscosity_mpas,flash_point_c,static_accumulator,is_group_heading,raw_details
534,531,51,CHLOROTOLUENES,,,,,,,,,,,,,,yes,
534,531,51,CHLOROTOLUENES (MIXED ISOMERRS),CHLOROTOLUENES,25168-05-2,Y,,,,"1,07 (APROX.)",INSOLUBLE,160,8,,50,,no,"CAS: 25168-05-2 MARPOL: Y REL. DENSITY: 1,07 (APROX.) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 160 MELT. POINT [°C]: 8 | FLASH POINT [°C]: 50"
534,531,51,META-CHLOROTOLUENE,CHLOROTOLUENES,108-41-8,Y,,,,"1,07",INSOLUBLE,162,-48,,48,,no,"CAS: 108-41-8 | MARPOL: Y REL. DENSITY: 1,07 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 162 MELT. POINT [°C]: -48 | FLASH POINT [°C]: 48"
534,531,51,ORTHO-CHLOROTOLUENE,CHLOROTOLUENES,95^19-8,Y,,,,"1,08",INSOLUBLE,159,-35,,47,,no,"CAS: 95^19-8 MARPOL: Y REL. DENSITY: 1,08 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 159 MELT. POINT [°C]: -35 | FLASH POINT [°C]: 47"
534,531,51,PARA-CHLOROTOLUENE,CHLOROTOLUENES,106-43-4,Y,,,,"1,065 (APROX.)",INSOLUBLE,162,8,,43,,no,"CAS: 106-43-4 | MARPOL: Y REL. DENSITY: 1,065 (APROX.) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 162 MELT. POINT [°C]: 8 | FLASH POINT [°C]: 43"
534,531,52,CITRICACID SOLUTION,,77-92-9,Z,,,,"1,24 (50%SOLUTION)",COMPLETE,103,0,,,,no,"CAS: 77-92-9 | MARPOL: Z REL. DENSITY: 1,24 (50%SOLUTION) | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 103 MELT. POINT [°C]: 0"
534,531,53,CLEAN CONDENSATE,,64741-47-5,A1,,,,( UNKNOWN),SLIGHT,39,,7,-40,YES,no,CAS: 64741-47-5 | MARPOL: A1 REL. DENSITY: ( UNKNOWN) | SOLUBILITY [°C]: SLIGHT | BOIL. POINT [°C]: 39 VISCOSITY [MPA*S]: 7 | FLASH POINT [°C]: -40 | STATIC ACCUMULATOR: YES
534,531,54,COALTAR,,8007-45-2,X,,,,"1,19 (1.12 - 1.20)",INSOLUBLE,100,0,400 (APPROX),105,,no,"CAS: 8007-45-2 | MARPOL: X REL. DENSITY: 1,19 (1.12 - 1.20) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 100 MELT. POINT [°C]: 0 | VISCOSITY [MPA*S]: 400 (APPROX) | FLASH POINT [°C]: 105"
535,532,55,COCONUT OIL FATTY ACID METHYL ESTER,,61788-59-8,Y,A,L2,A,"0,85 (@ 40 °C)",INSOLUBLE,150,17,11 (@25°C),120,,no,"CAS: 61788-59-8 | MARPOL: Y | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,85 (@ 40 °C) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 150 MELT. POINT [°C]: 17 | VISCOSITY [MPA*S]: 11 (@25°C) | FLASH POINT [°C]: 120"
535,532,56,COCONUT OILY FATTY ACID,,61788-47-4,Y,A,L2,A,"0,89 (@25°C)",INSOLUBLE,160,25,"7,3 (@50°C)",157,,no,"CAS: 61788-47-4 | MARPOL: Y | FOSFA: A NIOP: L2 | EU: A REL. DENSITY: 0,89 (@25°C) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 160 MELT. POINT [°C]: 25 | VISCOSITY [MPA*S]: 7,3 (@50°C) | FLASH POINT [°C]: 157"
535,532,57,COCONUTOIL,,8001-31-8,Y,A,L1,A,"0,92",INSOLUBLE,175,24,50,210,,no,"CAS: 8001-31-8 MARPOL: Y | FOSFA: A NIOP: L1 | EU: A REL. DENSITY: 0,92 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 175 MELT. POINT [°C]: 24 | VISCOSITY [MPA*S]: 50 | FLASH POINT [°C]: 210"
535,532,58,COTTONSEEDOIL,,8001-29-4,Y,A,L1,A,"0,92",INSOLUBLE,315,5,80,252,,no,"CAS: 8001-29-4 MARPOL: Y | FOSFA: A NIOP: L1 | EU: A REL. DENSITY: 0,92 | SOLUBILITY [°C]: INSOLUBLE BOIL. POINT [°C]: 315 MELT. POINT [°C]: 5 | VISCOSITY [MPA*S]: 80 | FLASH POINT [°C]: 252"
535,532,59,CREOSOTE (COAL TAR),,8001-58-9,X,,,,"1,07 (APROX.)",INSOLUBLE,195,,5,74,,no,"CAS: 8001-58-9 | MARPOL: X REL. DENSITY: 1,07 (APROX.) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 195 VISCOSITY [MPA*S]: 5 | FLASH POINT [°C]: 74"
535,532,60,CRESOLS (MIXED ISOMERS),,1319-77-3,Y,,,,1,SLIGHT,200,12,"8,2",80,,no,"CAS: 1319-77-3 MARPOL: Y REL. DENSITY: 1 | SOLUBILITY [°C]: SLIGHT | BOIL. POINT [°C]: 200 MELT. POINT [°C]: 12 | VISCOSITY [MPA*S]: 8,2 | FLASH POINT [°C]: 80"
535,532,61,CROTONALDEHYDE,,4170-30-3,X,,,,"0,85","18,1",102,-75,"0,27",13,YES,no,"CAS: 4170-30-3 | MARPOL: X REL. DENSITY: 0,85 | SOLUBILITY [°C]: 18,1 | BOIL. POINT [°C]: 102 MELT. POINT [°C]: -75 | VISCOSITY [MPA*S]: 0,27 | FLASH POINT [°C]: 13 | STATIC ACCUMULATOR: YES"
535,532,62,CRUDE CONDENSATE,,64741-47-5,A1,,,,"0,71",INSOLUBLE,10,-54,1,-43,YES,no,"CAS: 64741-47-5 | MARPOL: A1 REL. DENSITY: 0,71 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 10 MELT. POINT [°C]: -54 | VISCOSITY [MPA*S]: 1 | FLASH POINT [°C]: -43 | STATIC ACCUMULATOR: YES"
536,533,63,CRUDE OIL,,8002-05-9,A1,B,,,"0,97 (UPPERLIMIT)",INSOLUBLE,38,-15,,23,YES,no,"CAS: 8002-05-9 | MARPOL: A1 | FOSFA: B REL. DENSITY: 0,97 (UPPERLIMIT) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 38 MELT. POINT [°C]: -15 | FLASH POINT [°C]: 23 | STATIC ACCUMULATOR: YES"
536,533,64,CUMENE,,98-82-8,Y,,,,"0,862",INSOLUBLE,151,-96,"0,79",44,YES,no,"CAS: 98-82-8 MARPOL: Y REL. DENSITY: 0,862 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 151 MELT. POINT [°C]: -96 | VISCOSITY [MPA*S]: 0,79 | FLASH POINT [°C]: 44 | STATIC ACCUMULATOR: YES"
536,533,65,CUTTER STOCK,,101631-14-5,A1,B,,,"0,986 (@15°C)",INSOLUBLE,177,-30,"5,916 (@50°C)",62,YES,no,"CAS: 101631-14-5 MARPOL: A1 | FOSFA: B REL. DENSITY: 0,986 (@15°C) | SOLUBILITY [°C]: INSOLUBLE BOIL. POINT [°C]: 177 MELT. POINT [°C]: -30 | VISCOSITY [MPA*S]: 5,916 (@50°C) | FLASH POINT [°C]: 62 STATIC ACCUMULATOR: YES"
536,533,66,CYCLOHEPTANE,,291-64-5,X,,,,"0,81",INSOLUBLE,117,-8,"1,64",6,YES,no,"CAS: 291-64-5 | MARPOL: X REL. DENSITY: 0,81 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 117 MELT. POINT [°C]: -8 VISCOSITY [MPA*S]: 1,64 FLASH POINT [°C]: 6 | STATIC ACCUMULATOR: YES"
536,533,67,CYCLOHEXANE,,110-82-7,Y,A,L2,A,"0,78",INSOLUBLE,81,7,"1,04",-18,YES,no,"CAS: 110-82-7 | MARPOL: Y | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,78 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 81 MELT. POINT [°C]: 7 VISCOSITY [MPA*S]: 1,04 | FLASH POINT [°C]: -18 | STATIC ACCUMULATOR: YES"
536,533,68,CYCLOHEXANOL,,108-93-0,Y,A,L2,,"0,95",4,161,24,70,68,,no,"CAS: 108-93-0 | MARPOL: Y | FOSFA: A | NIOP: L2 REL. DENSITY: 0,95 | SOLUBILITY [°C]: 4 | BOIL. POINT [°C]: 161 MELT. POINT [°C]: 24 | VISCOSITY [MPA*S]: 70 | FLASH POINT [°C]: 68"
536,533,69,CYCLOHEXANONE,,108-94-1,Z,A,L2,,"0,95",5,156,-31,"2,3",38,,no,"CAS: 108-94-1 | MARPOL: Z | FOSFA: A | NIOP: L2 REL. DENSITY: 0,95 | SOLUBILITY [°C]: 5 | BOIL. POINT [°C]: 156 MELT. POINT [°C]: -31 | VISCOSITY [MPA*S]: 2,3 | FLASH POINT [°C]: 38"
537,534,70,CYCLOHEXYLAMINE,,108-91-8,Y,,,,"0,865",COMPLETE,134,-18,,21,,no,"CAS: 108-91-8 | MARPOL: Y REL. DENSITY: 0,865 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 134 MELT. POINT [°C]: -18 | FLASH POINT [°C]: 21"
537,534,71,DECAHYDRONAPHTHALENE,,91-17-8,Y,,,,"0,9",INSOLUBLE,190,-42,"1,83",54,,no,"CAS: 91-17-8 | MARPOL: Y REL. DENSITY: 0,9 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 190 MELT. POINT [°C]: -42 | VISCOSITY [MPA*S]: 1,83 | FLASH POINT [°C]: 54"
537,534,72,DECANE,,124-18-5,Y,,,,"0,73",INSOLUBLE,174,-30,"0,92",46,,no,"CAS: 124-18-5 | MARPOL: Y REL. DENSITY: 0,73 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 174 MELT. POINT [°C]: -30 | VISCOSITY [MPA*S]: 0,92 | FLASH POINT [°C]: 46"
537,534,73,DECANOL,,112-30-1,Y,A,L2,A,"0,829",INSOLUBLE,231,7,"12,44",82,,no,"CAS: 112-30-1 | MARPOL: Y | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,829 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 231 MELT. POINT [°C]: 7 | VISCOSITY [MPA*S]: 12,44 | FLASH POINT [°C]: 82"
537,534,74,DI-(2-ETHYLHEXYL) PHOSPHORIC ACID,,298-07-7,Y,,,,"0,98","0,018",48,-60,47,134,,no,"CAS: 298-07-7 | MARPOL: Y REL. DENSITY: 0,98 SOLUBILITY [°C]: 0,018 | BOIL. POINT [°C]: 48 MELT. POINT [°C]: -60 | VISCOSITY [MPA*S]: 47 | FLASH POINT [°C]: 134"
537,534,75,DI(NORM-BUTYL)AMINE,,111-92-2,Y,B,,,"0,76","0,47",159,-51,"0,9",42,,no,"CAS: 111-92-2 MARPOL: Y FOSFA: B REL. DENSITY: 0,76 | SOLUBILITY [°C]: 0,47 | BOIL. POINT [°C]: 159 MELT. POINT [°C]: -51 | VISCOSITY [MPA*S]: 0,9 | FLASH POINT [°C]: 42"
537,534,76,DIACETONEALCOHOL,,123-42-2,Z,,,,"0,94",COMPLETE,166,-47,"3,2",58,,no,"CAS: 123-42-2 | MARPOL: Z REL. DENSITY: 0,94 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 166 MELT. POINT [°C]: -47 | VISCOSITY [MPA*S]: 3,2 | FLASH POINT [°C]: 58"
537,534,77,DIBROMOMETHANE,,74-95-3,Y,,,,"2,5","1,3",96,-53,,,,no,"CAS: 74-95-3 | MARPOL: Y REL. DENSITY: 2,5 | SOLUBILITY [°C]: 1,3 | BOIL. POINT [°C]: 96 MELT. POINT [°C]: -53"
538,535,78,DICHLOROETHYLETHER,,111-44-4,Y,,,,"1,2","1,1",177,-52,3,55,,no,"CAS: 111-44-4 | MARPOL: Y REL. DENSITY: 1,2 | SOLUBILITY [°C]: 1,1 | BOIL POINT [°C]: 177 MELT. POINT [°C]: -52 | VISCOSITY [MPA*S]: 3 | FLASH POINT [°C]: 55"
538,535,79,DICHLOROISOPROPYLETHER,,108-60-1,Y,,,,"1,1",INSOLUBLE,187,,,85,,no,"CAS: 108-60-1 | MARPOL: Y REL. DENSITY: 1,1 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 187 FLASH POINT [°C]: 85"
538,535,80,"2,4-DICHLOROPHENOL",,120-83-2,Y,,,,"1,38 (APPROX)","0,46",210,45,,114,,no,"CAS: 120-83-2 | MARPOL: Y REL. DENSITY: 1,38 (APPROX) | SOLUBILITY [°C]: 0,46 | BOIL. POINT [°C]: 210 MELT. POINT [°C]: 45 | FLASH POINT [°C]: 114"
538,535,81,"2,2-DICHLOROPROPIONICACID",,75-99-0,Y,,,,"1,4",COMPLETE,185,"7,7",,110,,no,"CAS: 75-99-0 MARPOL: Y REL. DENSITY: 1,4 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 185 MELT. POINT [°C]: 7,7 | FLASH POINT [°C]: 110"
538,535,82,DICYCLOPENTADIENE,,77-73-6,Y,,,,"0,98 (APPROX)",INSOLUBLE,170,10,4,25,YES,no,"CAS: 77-73-6 | MARPOL: Y REL. DENSITY: 0,98 (APPROX) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 170 MELT. POINT [°C]: 10 VISCOSITY [MPA*S]: 4 FLASH POINT [°C]: 25 | STATIC ACCUMULATOR: YES"
538,535,83,DIESEL OIL,,68476-34-6,A1,,,,"0,9 (APPROX.)",INSOLUBLE,180,0,"2,5 (@ 40 deg C)",60,YES,no,"CAS: 68476-34-6 | MARPOL: A1 REL. DENSITY: 0,9 (APPROX.) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 180 MELT. POINT [°C]: 0 | VISCOSITY [MPA*S]: 2,5 (@ 40 deg C) | FLASH POINT [°C]: 60 STATIC ACCUMULATOR: YES"
538,535,84,DIETHANOLAMINE,,111^2-2,Y,B,,,"1,09",95,268,28,380 (@30°C),191,,no,"CAS: 111^2-2 | MARPOL: Y | FOSFA: B REL. DENSITY: 1,09 | SOLUBILITY [°C]: 95 | BOIL. POINT [°C]: 268 MELT. POINT [°C]: 28 | VISCOSITY [MPA*S]: 380 (@30°C) | FLASH POINT [°C]: 191"
538,535,85,DIETHYLAMINE,,109-89-7,Y,,,,"0,71",COMPLETE,56,-50,"0,367",-20,,no,"CAS: 109-89-7 | MARPOL: Y REL. DENSITY: 0,71 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 56 MELT. POINT [°C]: -50 | VISCOSITY [MPA*S]: 0,367 | FLASH POINT [°C]: -20"
539,536,86,DIETHYLAMINOETHANOL,,100-37-8,Y,,,,"0,9",COMPLETE,161,-70,"4,9",60,,no,"CAS: 100-37-8 | MARPOL: Y REL. DENSITY: 0,9 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 161 MELT. POINT [°C]: -70 | VISCOSITY [MPA*S]: 4,9 | FLASH POINT [°C]: 60"
539,536,87,DIETHYLBENZENES (MIXED ISOMERS),,25340-17-4,Y,,,,"0,86 (LOWERLIMIT)",INSOLUBLE,180,-31,,57,YES,no,"CAS: 25340-17-4 | MARPOL: Y REL. DENSITY: 0,86 (LOWERLIMIT) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 180 MELT. POINT [°C]: -31 | FLASH POINT [°C]: 57 | STATIC ACCUMULATOR: YES"
539,536,88,DIETHYLENEGLYCOL,,111-46-6,Z,,,,"1,12",COMPLETE,245,-10,38,149,,no,"CAS: 111-46-6 | MARPOL: Z REL. DENSITY: 1,12 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 245 MELT. POINT [°C]: -10 | VISCOSITY [MPA*S]: 38 | FLASH POINT [°C]: 149"
539,536,89,DIETHYLENEGLYCOLDIBUTYLETHER,,112-73-2,Z,,,,"0,89","0,9",256,-60,"2,39",47,,no,"CAS: 112-73-2 | MARPOL: Z REL. DENSITY: 0,89 | SOLUBILITY [°C]: 0,9 | BOIL. POINT [°C]: 256 MELT. POINT [°C]: -60 | VISCOSITY [MPA*S]: 2,39 | FLASH POINT [°C]: 47"
539,536,90,DIETHYLENEGLYCOLDIETHYLETHER,,112-36-7,Z,,,,"0,908",COMPLETE,180,-44,,54,,no,"CAS: 112-36-7 | MARPOL: Z REL. DENSITY: 0,908 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 180 MELT. POINT [°C]: -44 | FLASH POINT [°C]: 54"
539,536,91,DIETHYLENEGLYCOLMONOBUTYLETHER,,112-34-5,Z,,,,"0,95",COMPLETE,231,-68,"6,3",78,,no,"CAS: 112-34-5 | MARPOL: Z REL. DENSITY: 0,95 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 231 MELT. POINT [°C]: -68 | VISCOSITY [MPA*S]: 6,3 | FLASH POINT [°C]: 78"
539,536,92,DIETHYLENEGLYCOLMONOBUTYLETHERACETATE,,124-17-4,Y,,,,"0,98","6,5",245,-32,"3,5",105,,no,"CAS: 124-17-4 | MARPOL: Y REL. DENSITY: 0,98 | SOLUBILITY [°C]: 6,5 | BOIL. POINT [°C]: 245 MELT. POINT [°C]: -32 | VISCOSITY [MPA*S]: 3,5 | FLASH POINT [°C]: 105"
539,536,93,DIETHYLENEGLYCOLMONOETHYLETHER,,111-90-0,Z,,,,"0,99",COMPLETE,196,-54,"4,4",91,,no,"CAS: 111-90-0 | MARPOL: Z REL. DENSITY: 0,99 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 196 MELT. POINT [°C]: -54 | VISCOSITY [MPA*S]: 4,4 | FLASH POINT [°C]: 91"
540,537,94,DIETHYLENEGLYCOLMONOETHYLETHERACETATE,,112-15-2,Y,,,,"1,01",COMPLETE,218,-25,,98,,no,"CAS: 112-15-2 | MARPOL: Y REL. DENSITY: 1,01 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 218 MELT. POINT [°C]: -25 | FLASH POINT [°C]: 98"
540,537,95,DIETHYLENEGLYCOLMONOMETHYLETHER,,111-77-3,Z,,,,"1,02",COMPLETE,194,-85,4,83,,no,"CAS: 111-77-3 | MARPOL: Z REL. DENSITY: 1,02 SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 194 MELT. POINT [°C]: -85 | VISCOSITY [MPA*S]: 4 | FLASH POINT [°C]: 83"
540,537,96,DIETHYLENETRIAMINE,,111-40-0,Y,B,,,"0,96",COMPLETE,207,-39,5,97,,no,"CAS: 111-40-0 | MARPOL: Y | FOSFA: B REL. DENSITY: 0,96 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 207 MELT. POINT [°C]: -39 | VISCOSITY [MPA*S]: 5 | FLASH POINT [°C]: 97"
540,537,97,DIETHYLSULPHATE,,64-67-5,Y,,,,"1,177",REACTION,208,-25,,104,,no,"CAS: 64-67-5 | MARPOL: Y REL. DENSITY: 1,177 | SOLUBILITY [°C]: REACTION | BOIL. POINT [°C]: 208 MELT. POINT [°C]: -25 | FLASH POINT [°C]: 104"
540,537,98,DIISOBUTYLAMINE,,110-96-3,Y,,,,"0,75","0,22",139,-70,,24,YES,no,"CAS: 110-96-3 | MARPOL: Y REL. DENSITY: 0,75 | SOLUBILITY [°C]: 0,22 | BOIL. POINT [°C]: 139 MELT. POINT [°C]: -70 | FLASH POINT [°C]: 24 | STATIC ACCUMULATOR: YES"
540,537,99,DIISOBUTYLENE MIXED ISOMERS,,25167-70-8,Y,,,,"0,72",INSOLUBLE,102,-94,"0,55",-6,YES,no,"CAS: 25167-70-8 | MARPOL: Y REL. DENSITY: 0,72 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 102 MELT. POINT [°C]: -94 | VISCOSITY [MPA*S]: 0,55 | FLASH POINT [°C]: -6 | STATIC ACCUMULATOR: YES"
540,537,100,DIISOBUTYLKETONE,,108-83-8,Y,,,,"0,81","0,26",168,-42,"0,92",48,YES,no,"CAS: 108-83-8 | MARPOL: Y REL. DENSITY: 0,81 | SOLUBILITY [°C]: 0,26 | BOIL. POINT [°C]: 168 MELT. POINT [°C]: -42 | VISCOSITY [MPA*S]: 0,92 | FLASH POINT [°C]: 48 | STATIC ACCUMULATOR: YES"
540,537,101,DIISOPROPANOLAMINE,,110-97-4,Z,,,,"0,99 (@40°C)",100,248,"44,5",86 (@60°C),136,,no,"CAS: 110-97-4 | MARPOL: Z REL. DENSITY: 0,99 (@40°C) | SOLUBILITY [°C]: 100 | BOIL. POINT [°C]: 248 MELT. POINT [°C]: 44,5 | VISCOSITY [MPA*S]: 86 (@60°C) | FLASH POINT [°C]: 136"
541,538,102,DIISOPROPYLAMINE,,108-18-9,Y,B,,,"0,72",COMPLETE,84,-96,"0,4",-7,,no,"CAS: 108-18-9 | MARPOL: Y | FOSFA: B REL. DENSITY: 0,72 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 84 MELT. POINT [°C]: -96 | VISCOSITY [MPA*S]: 0,4 | FLASH POINT [°C]: -7"
541,538,103,DIMETHYLACETAMIDE,,127-19-5,Z,,,,"0,94",COMPLETE,166,-20,"0,92",66,,no,"CAS: 127-19-5 MARPOL: Z REL. DENSITY: 0,94 SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 166 MELT. POINT [°C]: -20 | VISCOSITY [MPA*S]: 0,92 | FLASH POINT [°C]: 66"
541,538,104,DIMETHYLAMINE SOL 60%,,124-40-3,Y,,,,"0,81 (60% Sol.)",COMPLETE,7,-92,,-34,,no,"CAS: 124-40-3 MARPOL: Y REL. DENSITY: 0,81 (60% Sol.) | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 7 MELT. POINT [°C]: -92 | FLASH POINT [°C]: -34"
541,538,105,DIMETHYLAMINE SOLUTION (GREATER THAN 45% BUT NOT GREATER THAN,,124-40-3,Y,,,,"0,89 (40% sol.)",COMPLETE,54,-37,,-18,,no,"55%) CAS: 124-40-3 | MARPOL: Y REL. DENSITY: 0,89 (40% sol.) | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 54 MELT. POINT [°C]: -37 | FLASH POINT [°C]: -18"
541,538,106,DIMETHYLAMINE SOLUTIONS (45% OR LESS),,124-40-3,Y,,,,"0,89 (40% sol.)",COMPLETE,54,-37,,-18,,no,"CAS: 124-40-3 | MARPOL: Y REL. DENSITY: 0,89 (40% sol.) | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 54 MELT. POINT [°C]: -37 | FLASH POINT [°C]: -18"
541,538,107,DIMETHYLAMINOETHANOL,,108-01-0,Y,,,,"0,9",COMPLETE,134,-40,,31,,no,"CAS: 108-01-0 | MARPOL: Y REL. DENSITY: 0,9 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 134 MELT. POINT [°C]: -40 | FLASH POINT [°C]: 31"
541,538,108,DIMETHYLFORMAMIDE,,68-12-2,Y,,,,"0,95",COMPLETE,153,-61,,57,,no,"CAS: 68-12-2 | MARPOL: Y REL. DENSITY: 0,95 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 153 MELT. POINT [°C]: -61 | FLASH POINT [°C]: 57"
541,538,109,DIMETHYLGLUTARATE,,1119-40-0,Y,,,,"1,09","4,3",93,-37,"2,5",103,,no,"CAS: 1119-40-0 | MARPOL: Y REL. DENSITY: 1,09 | SOLUBILITY [°C]: 4,3 | BOIL. POINT [°C]: 93 MELT. POINT [°C]: -37 | VISCOSITY [MPA*S]: 2,5 | FLASH POINT [°C]: 103"
542,539,110,"2,2-DIMETHYLOCTANOICACID",,29662-90-6,Y,,,,"0,92",SLIGHT,254,-60,"12,9",102,,no,"CAS: 29662-90-6 | MARPOL: Y REL. DENSITY: 0,92 | SOLUBILITY [°C]: SLIGHT | BOIL. POINT [°C]: 254 MELT. POINT [°C]: -60 | VISCOSITY [MPA*S]: 12,9 | FLASH POINT [°C]: 102"
542,539,111,DIMETHYLPOLYSILOXANE,,9016-00-6,Y,,,,"0,98",13,149,-34,100 (@ 25 deg C),,,no,"CAS: 9016-00-6 MARPOL: Y REL. DENSITY: 0,98 | SOLUBILITY [°C]: 13 | BOIL. POINT [°C]: 149 MELT. POINT [°C]: -34 | VISCOSITY [MPA*S]: 100 (@ 25 deg C)"
542,539,112,DINITROTOLUENES,,25321-14-6,X,,,,"1,52","0,03",300,70,,155,,no,"CAS: 25321-14-6 | MARPOL: X REL. DENSITY: 1,52 | SOLUBILITY [°C]: 0,03 | BOIL. POINT [°C]: 300 MELT. POINT [°C]: 70 | FLASH POINT [°C]: 155"
542,539,113,DI-NORM-PROPYLAMINE,,142-84-7,Y,B,,,"0,74","5,1",105,-63,,3,YES,no,"CAS: 142-84-7 MARPOL: Y FOSFA: B REL. DENSITY: 0,74 | SOLUBILITY [°C]: 5,1 | BOIL. POINT [°C]: 105 MELT. POINT [°C]: -63 | FLASH POINT [°C]: 3 | STATIC ACCUMULATOR: YES"
542,539,114,"1,4-DIOXANE",,123-91-1,Y,,,,"1,04",COMPLETE,101,12,,11,YES,no,"CAS: 123-91-1 | MARPOL: Y REL. DENSITY: 1,04 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 101 MELT. POINT [°C]: 12 | FLASH POINT [°C]: 11 | STATIC ACCUMULATOR: YES"
542,539,115,DIPENTENE,,138-86-3,Y,A,L2,A,"0,8",INSOLUBLE,176,-96,"0,9",42,,no,"CAS: 138-86-3 MARPOL: Y FOSFA: A NIOP: L2 | EU: A REL. DENSITY: 0,8 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 176 MELT. POINT [°C]: -96 | VISCOSITY [MPA*S]: 0,9 | FLASH POINT [°C]: 42"
542,539,116,DIPHENYLETHER,,101-84-8,X,,,,"1,07 (@ 25 °C)",INSOLUBLE,258,27,"3,38",112,,no,"CAS: 101-84-8 MARPOL: X REL. DENSITY: 1,07 (@ 25 °C) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 258 MELT. POINT [°C]: 27 | VISCOSITY [MPA*S]: 3,38 | FLASH POINT [°C]: 112"
542,539,117,DIPROPYLENEGLYCOL,,25265-71-8,Z,,,,"1,022",COMPLETE,232,-40,100 (APROX.),121,,no,"CAS: 25265-71-8 | MARPOL: Z REL. DENSITY: 1,022 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 232 MELT. POINT [°C]: -40 | VISCOSITY [MPA*S]: 100 (APROX.) | FLASH POINT [°C]: 121"
543,540,118,DIPROPYLENEGLYCOLMONOMETHYLETHER,,34590-94-8,Z,,,,"0,95",COMPLETE,184,-83,"4,3",75,,no,"CAS: 34590-94-8 | MARPOL: Z REL. DENSITY: 0,95 | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 184 MELT. POINT [°C]: -83 | VISCOSITY [MPA*S]: 4,3 | FLASH POINT [°C]: 75"
543,540,119,1-DODECANOL,,112-53-8,Y,A,L2,A,"0,8267",INSOLUBLE,260,24,"1,55",127,,no,"CAS: 112-53-8 | MARPOL: Y | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,8267 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 260 MELT. POINT [°C]: 24 | VISCOSITY [MPA*S]: 1,55 | FLASH POINT [°C]: 127"
