pdf_page,book_page,number,cargo_name,parent_group,cas,marpol,fosfa,niop,eu,rel_density,solubility_c,boil_point_c,melt_point_c,viscosity_mpas,flash_point_c,static_accumulator,is_group_heading,raw_details
573,570,292,OCTANES (MIXED ISOMERS),OCTANES,111-65-9,X,,,,"0,7",INSOLUBLE,130,-60,,-12,YES,no,"CAS: 111-65-9 | MARPOL: X REL. DENSITY: 0,7 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 130 MELT. POINT [°C]: -60 | FLASH POINT [°C]: -12 | STATIC ACCUMULATOR: YES"
573,570,293,OCTANOICACID (ALL ISOMERS),,124-07-2,Y,A,L2,A,"0,91",INSOLUBLE,237,16,,110,,no,"CAS: 124-07-2 | MARPOL: Y | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,91 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 237 MELT. POINT [°C]: 16 | FLASH POINT [°C]: 110"
573,570,294,1-OCTANOL,,111-87-5,Y,A,L2,A,"0,83","0,6",195,-16,"8,93",81,,no,"CAS: 111-87-5 | MARPOL: Y | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,83 | SOLUBILITY [°C]: 0,6 | BOIL. POINT [°C]: 195 MELT. POINT [°C]: -16 | VISCOSITY [MPA*S]: 8,93 | FLASH POINT [°C]: 81"
573,570,295,OCTENES (MIXED ISOMERS),,25377-83-7,Y,,,,"0,72",INSOLUBLE,124,-101,,21,YES,no,"CAS: 25377-83-7 | MARPOL: Y REL. DENSITY: 0,72 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 124 MELT. POINT [°C]: -101 | FLASH POINT [°C]: 21 | STATIC ACCUMULATOR: YES"
574,571,296,OLEFINS (C13+),,,,,,,,,,,,,,yes,
574,571,296,1-HEXADECENE,OLEFINS (C13+),629-73-2,Y,,,,"0,781",INSOLUBLE,274,4,,93,,no,"CAS: 629-73-2 | MARPOL: Y REL. DENSITY: 0,781 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 274 MELT. POINT [°C]: 4 | FLASH POINT [°C]: 93"
574,571,296,NEODENE 1314 INTERNAL OLEFIN (SHELL),OLEFINS (C13+),,Y,,,,"0,77",INSOLUBLE,233,-14,"1,925 (APPROX.)",,,no,"MARPOL: Y REL. DENSITY: 0,77 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 233 MELT. POINT [°C]: -14 | VISCOSITY [MPA*S]: 1,925 (APPROX.) | FLASH POINT [°C]:"
574,571,296,NEODENE 1416 (SHELL),OLEFINS (C13+),1120-36-1,Y,,,,"0,778",INSOLUBLE,238,-9,"2,4",110,YES,no,"CAS: 1120-36-1 MARPOL: Y REL. DENSITY: 0,778 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 238 MELT. POINT [°C]: -9 | VISCOSITY [MPA*S]: 2,4 | FLASH POINT [°C]: 110 | STATIC ACCUMULATOR: YES"
574,571,296,NEODENE 1418 (SHELL),OLEFINS (C13+),,Y,,,,"0,787 (@15.6°C)",INSOLUBLE,241,5,"2,34",100,YES,no,"MARPOL: Y REL. DENSITY: 0,787 (@15.6°C) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 241 MELT. POINT [°C]: 5 | VISCOSITY [MPA*S]: 2,34 | FLASH POINT [°C]: 100 | STATIC ACCUMULATOR: YES"
574,571,296,NEODENE 1518 INTERNAL OLEFIN (SHELL),OLEFINS (C13+),93762-80-2,Y,,,,"0,79",INSOLUBLE,259,-6,"3,55",135,YES,no,"CAS: 93762-80-2 | MARPOL: Y REL. DENSITY: 0,79 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 259 MELT. POINT [°C]: -6 | VISCOSITY [MPA*S]: 3,55 | FLASH POINT [°C]: 135 | STATIC ACCUMULATOR: YES"
574,571,296,NEODENE 16 (SHELL),OLEFINS (C13+),629-73-2,Y,,,,"0,781",INSOLUBLE,272,"2,2","3,1",132,YES,no,"CAS: 629-73-2 | MARPOL: Y REL. DENSITY: 0,781 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 272 MELT. POINT [°C]: 2,2 | VISCOSITY [MPA*S]: 3,1 | FLASH POINT [°C]: 132 | STATIC ACCUMULATOR: YES"
574,571,296,NEODENE 1618 (SHELL),OLEFINS (C13+),,Y,,,,"0,788 (@16°C)",INSOLUBLE,270,"12,2","3,62",130,YES,no,"MARPOL: Y REL. DENSITY: 0,788 (@16°C) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 270 MELT. POINT [°C]: 12,2 | VISCOSITY [MPA*S]: 3,62 | FLASH POINT [°C]: 130 | STATIC ACCUMULATOR: YES"
575,572,296,NEODENE 20/22 (SHELL),OLEFINS (C13+),,Y,,,,"0,79 (@30°C)",INSOLUBLE,367,30,4 (@40°C),172,YES,no,"MARPOL: Y REL. DENSITY: 0,79 (@30°C) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 367 MELT. POINT [°C]: 30 | VISCOSITY [MPA*S]: 4 (@40°C) | FLASH POINT [°C]: 172 | STATIC ACCUMULATOR: YES"
575,572,296,NEODENE 2024 (SHELL),OLEFINS (C13+),93924-10-8,Y,,,,"0,79 (@30°C)",INSOLUBLE,367,29,4 (@40°C),172,YES,no,"CAS: 93924-10-8 MARPOL: Y REL. DENSITY: 0,79 (@30°C) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 367 MELT. POINT [°C]: 29 | VISCOSITY [MPA*S]: 4 (@40°C) | FLASH POINT [°C]: 172 | STATIC ACCUMULATOR: YES"
575,572,296,NEOFLO 1-58 (SHELL),OLEFINS (C13+),93762-80-2,Y,,,,"0,787",INSOLUBLE,268,-12,"4,5 (APPROX.)",,,no,"CAS: 93762-80-2 MARPOL: Y REL. DENSITY: 0,787 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 268 MELT. POINT [°C]: -12 | VISCOSITY [MPA*S]: 4,5 (APPROX.) | FLASH POINT [°C]:"
575,572,296,NEOFLO 1-6 (SHELL),OLEFINS (C13+),629-73-2,Y,,,,"0,78",INSOLUBLE,272,"2,2","3,1",130,YES,no,"CAS: 629-73-2 | MARPOL: Y REL. DENSITY: 0,78 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 272 MELT. POINT [°C]: 2,2 | VISCOSITY [MPA*S]: 3,1 FLASH POINT [°C]: 130 STATIC ACCUMULATOR: YES"
575,572,296,NEOFLO 1-68 (SHELL),OLEFINS (C13+),,Y,,,,"0,788",INSOLUBLE,287,"12,2","3,6",135,YES,no,"MARPOL: Y REL. DENSITY: 0,788 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 287 MELT. POINT [°C]: 12,2 | VISCOSITY [MPA*S]: 3,6 FLASH POINT [°C]: 135 | STATIC ACCUMULATOR: YES"
575,572,296,NEOFLO 1-681 (SHELL),OLEFINS (C13+),,Y,,,,"0,788",INSOLUBLE,287,-4,"7,4 (APPROX.)",141,YES,no,"MARPOL: Y REL. DENSITY: 0,788 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 287 MELT. POINT [°C]: -4 | VISCOSITY [MPA*S]: 7,4 (APPROX.) | FLASH POINT [°C]: 141 | STATIC ACCUMULATOR: YES"
575,572,296,NEOFLO 2-46 (SHELL),OLEFINS (C13+),,Y,,,,"0,775",INSOLUBLE,249,-8,"3,1",115,YES,no,"MARPOL: Y REL. DENSITY: 0,775 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 249 MELT. POINT [°C]: -8 | VISCOSITY [MPA*S]: 3,1 | FLASH POINT [°C]: 115 | STATIC ACCUMULATOR: YES"
576,573,296,NEOFLO 2-48 (SHELL),OLEFINS (C13+),,Y,,,,"0,778",225,,-2,"3,9",115,YES,no,"MARPOL: Y REL. DENSITY: 0,778 | SOLUBILITY [°CJ: INSOLUBLE | BOIL. POINT [°C]: 225 MELT. POINT [°C]: -2 | VISCOSITY [MPA*S]: 3,9 | FLASH POINT [°C]: 115 STATIC ACCUMULATOR: YES"
576,573,296,1-OCTADECENE,OLEFINS (C13+),27070-58-2,Y,,,,"0,792",INSOLUBLE,307,17,"4,3",156,,no,"CAS: 27070-58-2 MARPOL: Y REL. DENSITY: 0,792 | SOLUBILITY [°C]: INSOLUBLE BOIL. POINT [°C]: 307 MELT. POINT [°C]: 17 | VISCOSITY [MPA*S]: 4,3 | FLASH POINT [°C]: 156"
576,573,296,1-PENTADECENE,OLEFINS (C13+),13360-61-7,Y,,,,"0,775",INSOLUBLE,268,8,,112,,no,"CAS: 13360-61-7 MARPOL: Y REL. DENSITY: 0,775 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 268 MELT. POINT [°C]: 8 | FLASH POINT [°C]: 112"
576,573,296,1-TETRADECENE,OLEFINS (C13+),1120-36-1,Y,,,,"0,775",INSOLUBLE,251,-13,"2,18",110,,no,"CAS: 1120-36-1 MARPOL: Y REL. DENSITY: 0,775 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 251 MELT. POINT [°C]: -13 | VISCOSITY [MPA*S]: 2,18 | FLASH POINT [°C]: 110"
576,573,296,1-TRIDECENE,OLEFINS (C13+),2437-56-1,Y,,,,"0,766",INSOLUBLE,232,-24,"1,63",79,,no,"CAS: 2437-56-1 | MARPOL: Y REL. DENSITY: 0,766 SOLUBILITY [°C]: INSOLUBLE BOIL. POINT [°C]: 232 MELT. POINT [°C]: -24 | VISCOSITY [MPA*S]: 1,63 | FLASH POINT [°C]: 79"
576,573,297,OLEICACID,,112-80-1,Y,A,L2,A,"0,894",INSOLUBLE,90,14,"38,8",189,,no,"CAS: 112-80-1 | MARPOL: Y | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,894 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 90 MELT. POINT [°C]: 14 | VISCOSITY [MPA*S]: 38,8 | FLASH POINT [°C]: 189"
576,573,298,OLIVEOIL,,8001-25-0,Y,A,L1,A,"0,915",INSOLUBLE,290,-6,79,220,,no,"CAS: 8001-25-0 | MARPOL: Y | FOSFA: A | NIOP: L1 | EU: A REL. DENSITY: 0,915 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 290 MELT. POINT [°C]: -6 | VISCOSITY [MPA*S]: 79 | FLASH POINT [°C]: 220"
576,573,299,O-NITROPHENOL (MOLTEN),,88-75-5,Y,,,,"1,66","0,25",215,44,,102,,no,"CAS: 88-75-5 | MARPOL: Y REL. DENSITY: 1,66 | SOLUBILITY [°C]: 0,25 | BOIL. POINT [°C]: 215 MELT. POINT [°C]: 44 | FLASH POINT [°C]: 102"
577,574,300,ORTHO-DICHLOROBENZENE,,95-50-1,X,,,,"1,306",INSOLUBLE,180,-17,"0,75",66,,no,"CAS: 95-50-1 | MARPOL: X REL. DENSITY: 1,306 | SOLUBILITY [°C]: INSOLUBLE | BOIL POINT [°C]: 180 MELT. POINT [°C]: -17 | VISCOSITY [MPA*S]: 0,75 | FLASH POINT [°C]: 66"
577,574,301,ORTHO-NITROTOLUENE,,88-72-2,Y,,,,"1,2",INSOLUBLE,222,-6,"2,37",106,,no,"CAS: 88-72-2 MARPOL: Y REL. DENSITY: 1,2 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 222 MELT. POINT [°C]: -6 | VISCOSITY [MPA*S]: 2,37 | FLASH POINT [°C]: 106"
577,574,302,ORTHO-TOLUIDINE,,95-53-4,Y,,,,1,"1,5",200,-16,"4,39",85,,no,"CAS: 95-53-4 MARPOL: Y REL. DENSITY: 1 | SOLUBILITY [°C]: 1,5 | BOIL. POINT [°C]: 200 MELT. POINT [°C]: -16 | VISCOSITY [MPA*S]: 4,39 | FLASH POINT [°C]: 85"
577,574,303,PALM FATTY ACID DISTILLATE,,98106-68-4,Y,A,L2,A,"0,88 (@ 50 °C)",INSOLUBLE,,40,,100,,no,"CAS: 98106-68-4 | MARPOL: Y | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,88 (@ 50 °C) | SOLUBILITY [°C]: INSOLUBLE MELT. POINT [°C]: 40 | FLASH POINT [°C]: 100"
577,574,304,PALM KERNEL FATTY ACID DISTILLATE,,101403-98-9,Y,A,L2,,"0,84",INSOLUBLE,240,20,,100,,no,"CAS: 101403-98-9 | MARPOL: Y | FOSFA: A | NIOP: L2 REL. DENSITY: 0,84 SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 240 MELT. POINT [°C]: 20 | FLASH POINT [°C]: 100"
577,574,305,PALM MID FRACTION,,,Y,,L1,,"0,85 (@ 40°C)",INSOLUBLE,250,25,,260,,no,"MARPOL: Y | NIOP: L1 REL. DENSITY: 0,85 (@ 40°C) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 250 MELT. POINT [°C]: 25 | FLASH POINT [°C]: 260"
577,574,306,PALM OIL,,8002-75-3,Y,A,L1,A,"0,9 (@ 40 °C.)",Insoluble,250,34,50 (@ 44°C),162,,no,"CAS: 8002-75-3 MARPOL: Y | FOSFA: A NIOP: L1 | EU: A REL. DENSITY: 0,9 (@ 40 °C.) | SOLUBILITY [°C]: Insoluble | BOIL. POINT [°C]: 250 MELT. POINT [°C]: 34 | VISCOSITY [MPA*S]: 50 (@ 44°C) | FLASH POINT [°C]: 162"
577,574,307,PALM OIL FATTY ACID METHYL ESTER,,67784-80-9,Y,A,L2,A,"0,88",INSOLUBLE,200,"17,5","4,5",100,,no,"CAS: 67784-80-9 | MARPOL: Y | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,88 | SOLUBILITY [°C]: INSOLUBLE BOIL. POINT [°C]: 200 MELT. POINT [°C]: 17,5 | VISCOSITY [MPA*S]: 4,5 | FLASH POINT [°C]: 100"
578,575,308,PALM OIL MILL EFFLUENT,,8002-75-3,Y,B,,,"0,9 (@ 40 °C.)",Insoluble,250,36,50 (@ 38°C),,,no,"CAS: 8002-75-3 MARPOL: Y | FOSFA: B REL. DENSITY: 0,9 (@ 40 °C.) | SOLUBILITY [°C]: Insoluble | BOIL. POINT [°C]: 250 MELT. POINT [°C]: 36 | VISCOSITY [MPA*S]: 50 (@ 38°C)"
578,575,309,PALM OIL MILL EFFLUENT OIL FATTY ACID DISTILLATE,,68440-15-3,Y,,,,"0,86 (°50°C)",Insoluble,200,30,5 (@90°C),150,,no,"CAS: 68440-15-3 | MARPOL: Y REL. DENSITY: 0,86 (°50°C) | SOLUBILITY [°C]: Insoluble | BOIL. POINT [°C]: 200 MELT. POINT [°C]: 30 | VISCOSITY [MPA*S]: 5 (@90°C) | FLASH POINT [°C]: 150"
578,575,310,PALMITICACID,,57-10-3,Y,A,L2,A,"0,853 (@ 62 °C.)",INSOLUBLE,350,62,7 (@ 80° C),100,,no,"CAS: 57-10-3 MARPOL: Y | FOSFA: A NIOP: L2 | EU: A REL. DENSITY: 0,853 (@ 62 °C.) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 350 MELT. POINT [°C]: 62 | VISCOSITY [MPA*S]: 7 (@ 80° C) | FLASH POINT [°C]: 100"
578,575,311,PALMKERNELFATTYACID,,,Y,A,L2,A,"0,86 (@ 60 °C)",INSOLUBLE,,50,,,,no,"MARPOL: Y | FOSFA: A | NIOP: L2 | EU: A REL. DENSITY: 0,86 (@ 60 °C) | SOLUBILITY [°C]: INSOLUBLE MELT. POINT [°C]: 50"
578,575,312,PALMKERNELOIL,,8023-79-8,Y,A,L1,A,"0,9 (@ 40 °C)",INSOLUBLE,,26,,203,,no,"CAS: 8023-79-8 | MARPOL: Y | FOSFA: A | NIOP: L1 | EU: A REL. DENSITY: 0,9 (@ 40 °C) | SOLUBILITY [°C]: INSOLUBLE MELT. POINT [°C]: 26 | FLASH POINT [°C]: 203"
578,575,313,PALMKERNELSTEARIN,,8023-79-8,Y,A,L1,A,"0,91 (0.91-0.93)",Insoluble,250,32,,240,,no,"CAS: 8023-79-8 | MARPOL: Y | FOSFA: A | NIOP: L1 | EU: A REL. DENSITY: 0,91 (0.91-0.93) | SOLUBILITY [°C]: Insoluble | BOIL. POINT [°C]: 250 MELT. POINT [°C]: 32 | FLASH POINT [°C]: 240"
578,575,314,PALMOLEIN,,8002-75-3,Y,A,L1,A,"0,89 (@ 30 °C.)",INSOLUBLE,,19,50 (@ 29° C),,,no,"CAS: 8002-75-3 | MARPOL: Y | FOSFA: A | NIOP: L1 | EU: A REL. DENSITY: 0,89 (@ 30 °C.) SOLUBILITY [°C]: INSOLUBLE MELT. POINT [°C]: 19 | VISCOSITY [MPA*S]: 50 (@ 29° C)"
578,575,315,PALMSTEARIN,,,Y,A,L1,A,"0,89 (@ 55 °C.)",INSOLUBLE,177,47,,160,,no,"MARPOL: Y | FOSFA: A | NIOP: L1 | EU: A REL. DENSITY: 0,89 (@ 55 °C.) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 177 MELT. POINT [°C]: 47 | FLASH POINT [°C]: 160"
579,576,316,PARA-CYMENE,,99-87-6,Y,,,,"0,86",INSOLUBLE,177,-68,,47,,no,"CAS: 99-87-6 | MARPOL: Y REL. DENSITY: 0,86 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 177 MELT. POINT [°C]: -68 | FLASH POINT [°C]: 47"
579,576,317,PARAFFIN WAX,,8002-74-2,Y,A,L2,A,"0,77",UNKNOWN,,45,,,,no,"CAS: 8002-74-2 MARPOL: Y | FOSFA: A NIOP: L2 | EU: A REL. DENSITY: 0,77 SOLUBILITY [°C]: UNKNOWN MELT. POINT [°C]: 45"
579,576,318,PARALDEHYDE,,123-63-7,Z,,,,"0,99",PARTLY SOL.,124,12,,17,,no,"CAS: 123-63-7 | MARPOL: Z REL. DENSITY: 0,99 | SOLUBILITY [°C]: PARTLY SOL. | BOIL. POINT [°C]: 124 MELT. POINT [°C]: 12 | FLASH POINT [°C]: 17"
579,576,319,PARA-NITROTOLUENE,,99-99-0,Y,,,,"1,29",INSOLUBLE,238,53,,106,,no,"CAS: 99-99-0 MARPOL: Y REL. DENSITY: 1,29 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 238 MELT. POINT [°C]: 53 | FLASH POINT [°C]: 106"
579,576,320,PARA-VINYLTOLUENE,,622-97-9,Y,B,,,"0,9",INSOLUBLE,170,-77,,53,,no,"CAS: 622-97-9 | MARPOL: Y | FOSFA: B REL. DENSITY: 0,9 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 170 MELT. POINT [°C]: -77 | FLASH POINT [°C]: 53"
579,576,321,PENTACHLOROETHANE,,76-01-7,Y,,,,"1,69",INSOLUBLE,162,-29,,,,no,"CAS: 76-01-7 | MARPOL: Y REL. DENSITY: 1,69 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 162 MELT. POINT [°C]: -29"
579,576,322,"1,3-PENTADIENE",,504-60-9,Y,,,,"0,68",INSOLUBLE,42,-87,"0,28",-28,,no,"CAS: 504-60-9 | MARPOL: Y REL. DENSITY: 0,68 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 42 MELT. POINT [°C]: -87 | VISCOSITY [MPA*S]: 0,28 | FLASH POINT [°C]: -28"
579,576,323,PERCHLOROETHYLENE,,127-18-4,Y,B,,,"1,6221",INSOLUBLE,121,-23,"0,841",,,no,"CAS: 127-18-4 | MARPOL: Y | FOSFA: B REL. DENSITY: 1,6221 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 121 MELT. POINT [°C]: -23 | VISCOSITY [MPA*S]: 0,841"
580,577,324,PETROLATUM,,8009-03-8,X,,,,"0,829 (@ 50 °C)",INSOLUBLE,150,38,16 (@ 54°C),185,,no,"CAS: 8009-03-8 | MARPOL: X REL. DENSITY: 0,829 (@ 50 °C) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 150 MELT. POINT [°C]: 38 | VISCOSITY [MPA*S]: 16 (@ 54°C) | FLASH POINT [°C]: 185"
580,577,325,PETROLEUM WAX,,8002-74-2,X,A,L2,A,"0,833 (@ 15° C)",INSOLUBLE,345,50,,190,,no,"CAS: 8002-74-2 MARPOL: X | FOSFA: A NIOP: L2 | EU: A REL. DENSITY: 0,833 (@ 15° C) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 345 MELT. POINT [°C]: 50 | FLASH POINT [°C]: 190"
580,577,326,PHENOL,,108-95-2,Y,,,,"1,071",Moderate,181,41,"3,6",79,,no,"CAS: 108-95-2 MARPOL: Y REL. DENSITY: 1,071 | SOLUBILITY [°C]: Moderate | BOIL. POINT [°C]: 181 MELT. POINT [°C]: 41 | VISCOSITY [MPA*S]: 3,6 | FLASH POINT [°C]: 79"
580,577,327,PHOSPHORICACID,,7664-38-2,Z,A,L1,A,"1,69 (@ 25 °C)",COMPLETE,185,21,,,,no,"CAS: 7664-38-2 MARPOL: Z | FOSFA: A NIOP: L1 EU: A REL. DENSITY: 1,69 (@ 25 °C) | SOLUBILITY [°C]: COMPLETE | BOIL. POINT [°C]: 185 MELT. POINT [°C]: 21"
580,577,328,PHTHALATES,,,,,,,,,,,,,,yes,
580,577,328,BUTYLBENZYLPHTHALATE,PHTHALATES,85-68-7,X,B,,,"1,12",INSOLUBLE,370,-35,"25,7",199,,no,"CAS: 85-68-7 | MARPOL: X | FOSFA: B REL. DENSITY: 1,12 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 370 MELT. POINT [°C]: -35 | VISCOSITY [MPA*S]: 25,7 | FLASH POINT [°C]: 199"
580,577,328,DI(2-ETHYLHEXYL)PHTHALATE,PHTHALATES,117-81-7,Y,B,,,"0,98",INSOLUBLE,385,-50,81,188,,no,"CAS: 117-81-7 | MARPOL: Y | FOSFA: B REL. DENSITY: 0,98 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 385 MELT. POINT [°C]: -50 | VISCOSITY [MPA*S]: 81 | FLASH POINT [°C]: 188"
580,577,328,DIALKYL (C9-C10) PHTHALATES,PHTHALATES,68515-48-0,Y,B,,,"0,97",Insoluble,300,-45,95 (APPROX.),200,YES,no,"CAS: 68515-48-0 | MARPOL: Y | FOSFA: B REL. DENSITY: 0,97 | SOLUBILITY [°C]: Insoluble | BOIL. POINT [°C]: 300 MELT. POINT [°C]: -45 | VISCOSITY [MPA*S]: 95 (APPROX.) | FLASH POINT [°C]: 200 | STATIC ACCUMULATOR: YES"
581,578,328,DIALKYLPHTHALATE,PHTHALATES,39393-37-8,X,B,,,"0,953",336,,-40,,,,no,"CAS: 39393-37-8 MARPOL: X | FOSFA: B REL. DENSITY: 0,953 | SOLUBILITY [°CJ: INSOLUBLE | BOIL. POINT [°C]: 336 MELT. POINT [°C]: -40"
581,578,328,DIBUTYLPHTHALATE,PHTHALATES,84-74-2,X,B,,,"1,05",INSOLUBLE,340,-35,20,157,,no,"CAS: 84-74-2 MARPOL: X | FOSFA: B REL. DENSITY: 1,05 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 340 MELT. POINT [°C]: -35 | VISCOSITY [MPA*S]: 20 | FLASH POINT [°C]: 157"
581,578,328,DIETHYLPHTHALATE,PHTHALATES,84-66-2,Y,B,,,"1,12",INSOLUBLE,299,-3,"12,1",150,,no,"CAS: 84-66-2 MARPOL: Y | FOSFA: B REL. DENSITY: 1,12 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 299 MELT. POINT [°C]: -3 | VISCOSITY [MPA*S]: 12,1 | FLASH POINT [°C]: 150"
581,578,328,DIHEPTYLPHTHALATE,PHTHALATES,3648-21-3,Y,B,,,1 (APPROX.),INSOLUBLE,,-55,31,230,,no,CAS: 3648-21-3 MARPOL: Y FOSFA: B REL. DENSITY: 1 (APPROX.) | SOLUBILITY [°C]: INSOLUBLE MELT. POINT [°C]: -55 | VISCOSITY [MPA*S]: 31 | FLASH POINT [°C]: 230
581,578,328,DIHEXYLPHTHALATE,PHTHALATES,84-75-3,Y,B,,,1 (APPROX.),INSOLUBLE,350,-58,,177,,no,CAS: 84-75-3 MARPOL: Y | FOSFA: B REL. DENSITY: 1 (APPROX.) | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 350 MELT. POINT [°C]: -58 | FLASH POINT [°C]: 177
581,578,328,DIISOBUTYLPHTHALATE,PHTHALATES,84-69-5,X,B,,,"1,04",INSOLUBLE,327,-64,"41,6",160,,no,"CAS: 84-69-5 MARPOL: X | FOSFA: B REL. DENSITY: 1,04 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 327 MELT. POINT [°C]: -64 | VISCOSITY [MPA*S]: 41,6 | FLASH POINT [°C]: 160"
581,578,328,DIISODECYLPHTHALATE,PHTHALATES,68515-49-1,X,B,,,"0,97",INSOLUBLE,250,-50,114,232,YES,no,"CAS: 68515-49-1 | MARPOL: X | FOSFA: B REL. DENSITY: 0,97 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 250 MELT. POINT [°C]: -50 | VISCOSITY [MPA*S]: 114 | FLASH POINT [°C]: 232 | STATIC ACCUMULATOR: YES"
581,578,328,DIISONONYLPHTHALATE,PHTHALATES,28553-12-0,Y,B,,,"0,97",INSOLUBLE,250,-48,94,214,YES,no,"CAS: 28553-12-0 | MARPOL: Y | FOSFA: B REL. DENSITY: 0,97 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 250 MELT. POINT [°C]: -48 | VISCOSITY [MPA*S]: 94 FLASH POINT [°C]: 214 | STATIC ACCUMULATOR: YES"
582,579,328,DIISOOCTYLPHTHALATE,PHTHALATES,27554-26-3,Y,B,,,"0,99",INSOLUBLE,370,-43,60 | FLASH POINT [°CJ: 204,,,no,"CAS: 27554-26-3 MARPOL: Y | FOSFA: B REL. DENSITY: 0,99 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 370 MELT. POINT [°C]: -43 | VISCOSITY [MPA*S]: 60 | FLASH POINT [°CJ: 204"
582,579,328,DIMETHYLPHTHALATE,PHTHALATES,131-11-3,Y,B,,,"1,19","0,4",284,0,17,146,,no,"CAS: 131-11-3 MARPOL: Y | FOSFA: B REL. DENSITY: 1,19 | SOLUBILITY [°C]: 0,4 BOIL. POINT [°C]: 284 MELT. POINT [°C]: 0 | VISCOSITY [MPA*S]: 17 | FLASH POINT [°C]: 146"
582,579,328,DINONYLPHTHALATE,PHTHALATES,84-76-4,Y,B,,,"0,979",INSOLUBLE,,,166,215,,no,"CAS: 84-76-4 | MARPOL: Y | FOSFA: B REL. DENSITY: 0,979 | SOLUBILITY [°C]: INSOLUBLE VISCOSITY [MPA*S]: 166 | FLASH POINT [°C]: 215"
582,579,328,DITRIDECYLPHTHALATE,PHTHALATES,119-06-2,Y,B,,,"0,951",INSOLUBLE,400,-37,190,237,YES,no,"CAS: 119-06-2 | MARPOL: Y | FOSFA: B REL. DENSITY: 0,951 | SOLUBILITY [°C]: INSOLUBLE | BOIL. POINT [°C]: 400 MELT. POINT [°C]: -37 | VISCOSITY [MPA*S]: 190 | FLASH POINT [°C]: 237 | STATIC ACCUMULATOR: YES"
